id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast,belief_at_stake
60,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 乔治你觉得他在干吗?
TEA: 你来你走过这里来看一看看得更清楚.
TEA: 乔治你觉得他是在干吗?
TEA: 这是在哪呢?
TEA: 这个地方是哪的你觉得?
CHI: 这上面的餐桌.",second_person,third_person,wh_question,declarative,no,no,是,no,no,在,no,no,no,"teacher: george, what do you think he is doing?
teacher: you come and walk here to take a look, you’ll see it more clearly.
teacher: george, what is he doing that you think / what do you think he is doing?
teacher: where is this?
teacher: what do you think this place is?
child: the dining table above.",no,no,
61,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 乔治你觉得他在干吗?
TEA: 你来你走过这里来看一看看得更清楚.
TEA: 乔治你觉得他是在干吗?
TEA: 这是在哪呢?
TEA: 这个地方是哪的你觉得?
CHI: 这上面的餐桌.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: george, what do you think he is doing?
teacher: you come and walk here to take a look, you’ll see it more clearly.
teacher: george, what is he doing that you think / what do you think he is doing?
teacher: where is this?
teacher: what do you think this place is?
child: the dining table above.",no,no,
62,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 那乔治的妹妹佩奇这会儿你觉得她是在干吗?
CHI: 嗯?
TEA: 哦,她在干吗呀?
CHI: 弹钢琴.",second_person,third_person,wh_question,declarative,no,no,no,no,no,在,no,direct_p?,after,"teacher: then george’s sister peppa, what do you think she is doing right now?
child: what?
teacher: oh, what is she doing?
child: playing the piano.",direct,after,
63,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 她在弹钢琴. 
TEA: 你觉得她今天会弹什么一首曲子呢?
TEA: <她会弹一首什么歌呢>[/]她会弹一首什么歌曲呢?
TEA: 小星星?
TEA: 点头是代表的什么意思?
CHI: 是.",second_person,third_person,wh_question,declarative,no,no,会,no,no,no,no,direct_p?,after,"teacher: she is playing the piano.
teacher: which song do you think she will play today?
teacher: which song she will play today?
teacher: twinkle twinkle little star?
teacher: what does nodding mean?
child: yes.",direct,after,
64,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 好,你觉得那他到他们家门口之后他会做什么事情?
TEA: 去别人家做客会做什么事情?
CHI: 会(.)还这样走就到了.",second_person,third_person,wh_question,declarative,no,no,会,no,no,no,no,direct_p?,after,"teacher: okay, what do you think then after he is infront of their door, what will he do?
teacher: What do you do when you visit someone’s home?
child: will (action) and also walk like this then we’ll get there.",direct,after,
65,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 好,我们来敲敲门.
TEA: 这个时候你觉得谁会回答?
TEA: 里面的人听到了,他会怎么说.
CHI: 里面有人.",second_person,third_person,wh_question,declarative,no,no,会,no,no,no,no,no,no,"teacher: okay, let’s knock on the door.
teacher: Who do you think would answer at this moment?
teacher: the person inside hear it, what will he/she say?
child: there are people inside.",no,no,
66,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 你觉得猪妈妈会带他们去哪儿呢?
TEA: 去客厅喝茶还是去饭厅吃吃早饭呢,去哪儿?
CHI: 上面去",second_person,NP,wh_question,declarative,no,no,会,no,no,no,no,direct_p?,after,"teacher: where do you think mummy pig will take them?
teacher: to the living room to drink tea, or to the dining room to eat breakfast? Where?
child: to go up.",direct,after,
67,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 好,那你觉得第二个上去的是谁?
CHI: 妈妈.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: okay, then, who do you think is the second person to go up/upstairs?
child: mom.",no,no,
68,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: <我觉得>[//]<你觉得他们现在会发生什么事情>[//]你觉得他们会发生什么事情,你用语言来告诉我.
CHI 啊,怎么回事?
TEA: 嗯?
TEA: 会发生什么事呢?",second_person,third_person,wh_question,declarative,no,no,no,no,no,no,no,direct_p?,after,"teacher: <i think>//<what do you think will happen to them now?> what do you think will happen to them now? Tell me in words.
child: ah, what’s going on?
teacher: yes?
teacher: what will happen?",direct,after,
69,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 你觉得他们会发生什么事情呢,接下来?
TEA: 作为主人的妈妈,她可能会说什么呢?
CHI: 他不用吃了.",second_person,third_person,wh_question,declarative,no,no,no,no,no,no,no,direct_p?,after,"teacher: what do you think will happen to them next?
teacher: as the mom of the owner, what will she say?
child: he doesn’t need to eat.",direct,after,
70,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 哎,你看,<弟弟的表情是怎么样的>[//]弟弟的表情是什么样子.
CHI: 把舌头伸出来了出来.
TEA: 把舌头伸出来了是因为觉得这个食物太好吃了吗?
TEA: 嗯,那我们再来看看妹妹.",dropped,NP,declarative,declarative,no,no,no,no,no,no,no,no,no,"teacher: ah look, <what is the little brother’s expression?> what expression is the little brother making?
child: he stuck out his tongue.
teacher: is it because (he) thinks the food is so delicious that he stuck out his tongue?
teacher: okay, then let’s look at the sister.",no,no,
71,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 你觉得妹妹会先吃哪一盘啊?
CHI: 这一盘.",second_person,NP,wh_question,declarative,no,no,会,no,no,no,no,p_answer,after,"teacher: which dish do you think the sister will have first?
child: this dish.",no,no,
72,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 她可能会觉得怎么样?
CHI: 很好吃.
TEA: 这个蛋糕太好吃啦!",third_person,dropped,wh_question,declarative,no,可能，会,no,no,no,no,no,p_answer,after,"teacher: How might she feel?
child: very delicious.
teacher:  this cake is so delicious!",no,no,
73,ZhouAssessment/4.5-5/FJJiang_Mingze,,teacher,"TEA: 吃完了饭,吃完了点心,你觉得嗯,觉得作为乔治妈妈,还有乔治爸爸,还会邀请他们做什么?
TEA: 这个时候,乔治爸爸,他<会不会也出来了>[/]会不会也出来了?
CHI: 会.",second_person,NP,wh_question,declarative,no,no,会,no,no,no,no,direct_p?,after,"tacher: after finishing having the meal, finishing eating the dessert, what do you think, think as george’s mom and george’s dad, what will (they) invite them to do?
teacher: at this point, george’s dad, will he come out?
child: yes.",no,no,
74,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 还有什么吗?
CHI: 爸爸.
TEA: 你觉得这个是他的爸爸是吗,噢那这个呢?
CHI: 妈妈.
TEA: 你怎么觉得这个是爸爸,哪里看出来呢?
CHI: 因为他衣服是蓝色的啊.",second_person,NP,polar,declarative,no,no,no,no,no,no,no,p,before,"teacher: what else?
child: dad.
teacher: you think this is his dad, right? Oh, what about this one?
child: mom.
teacher: how/why do you think this is dad? Where can you tell?
child: because his shirt is blue.",no,no,
75,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 还有什么吗?
CHI: 爸爸.
TEA: 你觉得这个是他的爸爸是吗,噢那这个呢?
CHI: 妈妈.
TEA: 你怎么觉得这个是爸爸,哪里看出来呢?
CHI: 因为他衣服是蓝色的啊.",second_person,NP,how-wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: what else?
child: dad.
teacher: you think this is his dad, right? Oh, what about this one?
child: mom.
teacher: how/why do you think this is dad? Where can you tell?
child: because his shirt is blue.",no,no,yes
76,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 爸爸带着眼镜,你觉得像爸爸.
TEA: 爸爸妈妈哪里呢?",second_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,"teacher: dad wears glasses, you think (it/he) looks like dad.
teacher: where are mom and dad?",no,no,
77,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 怎么看出来它是男生还是女生?
CHI: 因为它衣服蓝色.
CHI 然后她的衣服是粉红色.
TEA: 噢,你觉得女生喜欢刷(穿？)粉色的肯定是女生,那这男生喜欢蓝色得,对不对?
CHI: 嗯.",second_person,NP,rhetorical,declarative,no,no,no,no,no,no,no,"p, p_answer","before, after","teacher: how to tell he is a boy or a gir?
child: because its cloth is blue.
child: and then its/her cloth is pink.
teacher: oh, you think girls like to wear pink, (it) must be a girl, and then boys like blue things, right?
child: yeah.",no,no,
78,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 好,我们看一看这什么?
CHI: 沙发.
TEA: 嗯,这个有点像茶几,是不是啊?
TEA: 那你觉得放在哪一边呢?
CHI: 搬那边去.",second_person,dropped,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: okay, let’s see, what is this?
child: a sofa.
teacher: yeah, this looks like a coffes table, right?
teacher: which side do you think (we should) put it/it should be placed?
child: move to that side.",no,no,
79,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 噢,那你觉得这张椅子长长木头做的更适合放在哪里呢?
CHI: 那些放在外面.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: oh, then where do you think is better (a better place) to put this chair made from long wood?
child: those should be put outside.",no,no,
80,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 那这个是什么呢?
CHI: 外面灯.
TEA: 嗯,你觉得这是外面灯.
TEA: 那这是什么?
CHI: 桌子[//]小桌子.",second_person,NP,declarative,declarative,no,no,no,no,no,no,no,p,before,"teacher: then what is this?
child: outside light.
teacher. Oh, you think this is outside light.
teacher: then what is this?
child: table. Small table.",no,no,
81,ZhouAssessment/4.5-5/FJfangzixi,,teacher,"TEA: 那小桌子放哪?
CHI: 嗯,这个不是桌子.
TEA: 嗯,那你觉得这像桌子放哪里?
TEA: 嗯,那这边也行.
TEA 噢,你想看到这边.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: then where to/we should put the small table?
chidl: emm, this is not a table.
teacher: emm, then where do you think (we should) put this table-like thing?
teacher: yeah, then this side is fine.
teacher: oh, you want to be able to see this side.",no,no,
82,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 嘉乐,你看这里有栋房子,对不对?
TEA: 这个房子你觉得能玩嘛?
TEA: 这是什么?
CHI: 勺子.",second_person,NP,polar,declarative,no,no,能,no,no,no,no,no,no,"teacher: Jiale [kid’s name], you see there’s a house, right?
teacher: do you think (we) can play (in?) this house?
teacher: what is this?
child: a spoon.",no,no,
83,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: <这是他们家的什么地方啊>[//]这是什么?
CHI: 厨房的冰箱.
TEA: 你觉得她们家厨房在哪?
TEA: 我们帮她盖个厨房,好不好?
CHI: 厨房肯定在这啦!",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: <What part of their house is this?> what is this?
child: the fridge of (in?) the kitchen.
teacher: where do you think is their kitchen?
teacher: let’s help her to build a kitchen, okay?
child: the kitchen has to be here!",no,no,
84,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 哎,呦,好臭不闻,你闻得臭不臭?
CHI: 我闻的不臭.
TEA: 好吧,你觉得不臭就行了.
CHI: 那你闻闻.
TEA: 我也觉得不臭.",second_person,dropped,declarative,declarative,no,no,no,no,no,no,no,p,before,"teacher: ah, so stinky don’t smell. Does it smell bad to you?
child: it doesn’t smell bad to me.
teacher: okay, as long as you think it’s not stinky.
child: well you smell it.
teacher: i also think it’s not stinky.",no,no,
85,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 哎,呦,好臭不闻,你闻得臭不臭?
CHI: 我闻的不臭.
TEA: 好吧,你觉得不臭就行了.
CHI: 那你闻闻.
TEA: 我也觉得不臭.",second_person,dropped,declarative,declarative,也,no,no,no,no,no,no,no,no,"teacher: ah, so stinky don’t smell. Does it smell bad to you?
child: it doesn’t smell bad to me.
teacher: okay, as long as you think it’s not stinky.
child: well you smell it.
teacher: i also think it’s not stinky.",no,no,
86,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 你觉得<他是医生的什么>[//]他是医生的药吗?
CHI: 可能是吧!",second_person,third_person,polar,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: <what do you think it is> do you think it is the doctor’s medicine?
child: maybe (it) is!",no,no,
87,ZhouAssessment/4.5-5/FJlinjiale,,teacher,"TEA: 这个玩具好玩吗?
CHI: 好玩.
TEA: 我也觉得好好玩.",first_person,dropped,declarative,declarative,也,no,no,no,no,no,no,no,no,"teacher: is this toy fun to play with?
child: (it is) fun to play with.
teacher: i also think (it is) very fun to play with.",no,no,
88,ZhouAssessment/4.5-5/FJlinmiaochen,,teacher,"CHI: 因为它们喜欢跟我一起玩.
CHI: 我也喜欢跟他们[/]他们在一起.
TEA: 跟他们在一起你觉得?
CHI: 很好玩.
TEA: 心里觉得?
CHI: 嗯,很开心,很热情.",second_person,dropped,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"child: because they like to play with me.
child: because i also like to be with them.
teacher: with them you feel?
child: very fun.
teacher: feel in your heart?
child: yeah, very happy, very enthusiastic.",no,no,
89,ZhouAssessment/4.5-5/FJlinmiaochen,,teacher,"CHI: 因为它们喜欢跟我一起玩.
CHI: 我也喜欢跟他们[/]他们在一起.
TEA: 跟他们在一起你觉得?
CHI: 很好玩.
TEA: 心里觉得?
CHI: 嗯,很开心,很热情.",dropped,dropped,polar,declarative,no,no,no,no,no,no,no,p_answer,after,"child: because they like to play with me.
child: because i also like to be with them.
teacher: with them you feel?
child: very fun.
teacher: feel in your heart?
child: yeah, very happy, very enthusiastic.",no,no,
90,ZhouAssessment/4.5-5/FJlinsichen,,teacher,"TEA: 让他住到他的家去,你觉得他可以住到哪呢?
CHI: 就住跟这个[:只]猫一起住.",second_person,third_person,wh_question,declarative,no,no,可以,no,no,no,no,p_answer,after,"teacher: let him stay at his place, where do you think he can stay?
child: just stay, stay with this cat.",no,no,
91,ZhouAssessment/4.5-5/FJlinsichen,,child,"TEA: 你看下可以放在哪?
CHI: 我觉得可以放衣架.
TEA: 行啊,你现在在拼什么?",first_person,dropped,declarative,declarative,no,no,可以,no,no,no,no,p?,before,"teacher: take a look and see where (it) can go?/where we can put it?
child: I think we could put a clothes rack (there).
teacher: okay, what are you assembling now?",no,no,no
92,ZhouAssessment/4.5-5/FJlinsichen,,teacher,"TEA: 那你要找个东西给它稳定.
CHI: 这样不是稳定了么?
TEA: 这样你觉得猪爸爸上去会不会摔倒啊?
CHI: 不会啊!",second_person,NP,polar,declarative,no,no,会,no,no,no,no,p_answer,after,"teacher: then you need to find something to make it stable.
child: isn’t it stable like this?
teacher: like this, do you think daddy pig will fall if he goes up like this?
child: no!",no,no,
93,ZhouAssessment/4.5-5/FJlinsichen,,child,"TEA: 放在哪比较合适.
CHI: 我觉得放在这.
TEA: 这是哪?
TEA: 你觉得全部放在二楼吗,一楼会不会有一些植物呢?
CHI: 一楼很厉害.",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,p_answer,before,"teacher: Where would be more suitable to put it?
child: i think (we should) put (it) here/it should be placed it.
teacher: where is here?
teacher: do you think (we should) put everything on the second floor, will there be some plants on the first floor?
child: first floor is awesome.",no,no,
94,ZhouAssessment/4.5-5/FJlinsichen,,teacher,"TEA: 放在哪比较合适.
CHI: 我觉得放在这.
TEA: 这是哪?
TEA: 你觉得全部放在二楼吗,一楼会不会有一些植物呢?
CHI: 一楼很厉害.",second_person,NP,polar,declarative,no,no,no,no,no,no,no,no,no,"teacher: Where would be more suitable to put it?
child: i think (we should) put (it) here/it should be placed it.
teacher: where is here?
teacher: do you think (we should) put everything on the second floor, will there be some plants on the first floor?
child: first floor is awesome.",no,no,
95,ZhouAssessment/4.5-5/FJlishuqi,,teacher,"TEA: 这两只小猫你觉得谁是女孩啊?
CHI: 穿粉色衣服的是女孩.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: these two kittens, which one do you think is the girl?
child: the one in pink clothes is the girl.",no,no,
96,ZhouAssessment/4.5-5/FJlishuqi,,child,"CHI: 猫妈妈一边<煮着>[/]煮着苦瓜汤.
CHI: 加了盐.
CHI: 觉得味道很好吃.
CHI: 然后呢把勺子放在一边去.",third_person,NP,declarative,declarative,no,no,no,no,no,no,no,no,no,"child: the mom cat is cooking the bitter melon soup
child: adds salt.
child: thinks the flavor is/it tastes really good.
child: and then (she) puts the spoon to the side.",no,no,
97,ZhouAssessment/4.5-5/FJluguo,,teacher,"TEA: 这样自己拿,这是什么?
CHI: 也是桌子.
TEA: 那你觉得哪个桌子更适合吃饭呢?
CHI: 这个大点.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: this way, you (can) take it yourself. Waht is this?
child: also a table.
teacher: then which table do you think is more suitable for dining?
child: this bigger one.",no,no,
98,ZhouAssessment/4.5-5/FJluguo,,teacher,"TEA: 哦,你觉得这是化妆的椅子吗?
TEA: 你看它和它这个[:把]椅子不一样是不是,一样不一样?
CHI: 不一样.",second_person,NP,polar,declarative,no,no,no,no,no,no,no,no,no,"teacher: oh, do you think this is the makeup chair?
teacher: you see, this and this chair are not the same, right? Not the same right?
child: not the same.",no,no,
99,ZhouAssessment/4.5-5/FJluguo,,child,"TEA: 水杯哦,洗手间[/]洗手间[/]洗手间放哪里?
CHI: 嗯嗯,我觉得洗手间可以放这边点.
CHI: 一个房间一个洗手间.",first_person,NP,declarative,declarative,no,no,可以,no,no,no,no,p?,before,"teacher: water bottle. Bathroom/bathroom/where (should we) put the bathroom?
child: yeah, i think the bathroom can be placed a little bit to this side.
child: one bedroom, one bathroom (one bathroom in each room).",no,no,
100,ZhouAssessment/4.5-5/FJluguo,,teacher,"TEA: 这个是什么?
CHI: 勺子,厨房的.
TEA: 厨房的勺子,你会不会觉得厨房有点大?
CHI: 有点大,好了.",second_person,NP,polar,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: what is this?
child: a spoon, for the kitchen.
teacher: the kitchen spoon. Do you think the kitchen is a bit big?
child: a bit big, that's enough.",no,no,
101,ZhouAssessment/4.5-5/FJwangjunzhe,,teacher,"TEA: 嗯,你觉得哪些蔬菜有营养呢?
CHI: 青菜.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: yeah, which vegetables do you think is nutritious?
child: green vegetables.",no,no,
102,ZhouAssessment/4.5-5/FJwangjunzhe,,teacher,"TEA: 西红柿炒蛋啊,你觉得这道菜有营养吗?
CHI: 有.",second_person,NP,polar,declarative,no,no,no,no,no,no,no,p_answer,after,"teacher: Tomatoes and scrambled eggs, do you think this dish is nutritious?
child: yes.",no,no,
103,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 嗯,告诉我觉得他们会怎么煮?
CHI: 他们会用炒菜煮.
TEA: 嗯,用这个平底锅炒吗?",dropped,third_person,wh_question,declarative,no,no,会,no,no,no,no,p_answer,after,,no,no,
104,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 肚子好饿,他们躺在床上觉得.
CHI: 嗯.",,,,,,,,,,,,,,,,,
105,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 乔治它觉得有点饿它可能会问妈妈什么?
CHI: 妈妈饭煮好了没?",,,,,,,,,,,,,,,,,
106,ZhouAssessment/4.5-5/FJxiaoyutong,,teacher,"TEA: 那你觉得妈妈怎么回答他?
CHI: 然后乔治下来找妈妈.",second_person,NP,wh_question,declarative,no,no,no,no,no,no,no,p_answer,after,,no,no,
107,ZhouAssessment/4.5-5/FJxujingyi,,teacher,"TEA: 我以前在阳台很爱玩捉迷藏,你觉得呢?
CHI: 我觉得.
TEA: 你觉得他们会玩这个游戏吗,会不会?
CHI: 他们在这里房间玩一会.",second_person,omitted,polar,none,no,no,no,no,no,no,no,juede_answer,after,,no,no,
108,ZhouAssessment/4.5-5/FJxujingyi,,child,"TEA: 我以前在阳台很爱玩捉迷藏,你觉得呢?
CHI: 我觉得.
TEA: 你觉得他们会玩这个游戏吗,会不会?
CHI: 他们在这里房间玩一会.",first_person,omitted,declarative,none,no,no,no,no,no,no,no,direct_p,before,,no,no,
109,ZhouAssessment/4.5-5/FJxujingyi,,teacher,"TEA: 我以前在阳台很爱玩捉迷藏,你觉得呢?
CHI: 我觉得.
TEA: 你觉得他们会玩这个游戏吗,会不会?
CHI: 他们在这里房间玩一会.",second_person,third_person,polar,declarative,no,no,会,no,no,no,no,no,no,,no,no,
466,ZhouAssessment/3-3.5/FJchenqingyang,,teacher,"TEA: 那妈妈现在要做饭.
TEA: 要煮些什么东西给宝宝吃呢?
TEA: 妈妈觉得好苦恼啊.
TEA: 有怎么多的东西.
TEA: 要做什么呢?",NP,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,"teacher: then mom needs to cook now.
teacher: what should (she) for the baby to eat?
teacher: Mom feels so troubled.
teacher: there are so many things.
teacher: what do make?",no,no,
467,ZhouAssessment/3-3.5/FJchenqingyang,,teacher,"TEA: 哇,爸爸妈妈种了菜之后满身是汗,他们觉得身上很不舒服,那可以带他们去哪里呢?
CHI: 带他们去...
TEA: 带他们去哪里?",third_person,NP,declarative,declarative,no,no,no,no,no,no,no,no,no,,,,
468,ZhouAssessment/3-3.5/FJchenyanxi,,teacher,"CHI: 这里这个是什么?
TEA: 你觉得像什么?",second_person,dropped,wh_question,declarative,no,no,no,no,no,no,no,p?,before,,no,no,
469,ZhouAssessment/3-3.5/FJhuangzhehan,,teacher,"TEA: 那今天我们要除了小熊在这里,你觉得还有谁可以邀请到面去呀?
TEA: 或者你觉得这个家会不会太空了一些?
CHI: 会.",second_person,NP,wh_question,declarative,no,no,可以,no,no,no,no,no,no,,no,no,
470,ZhouAssessment/3-3.5/FJhuangzhehan,,teacher,"TEA: 那今天我们要除了小熊在这里,你觉得还有谁可以邀请到面去呀?
TEA: 或者你觉得这个家会不会太空了一些?
CHI: 会.",second_person,NP,,,no,no,会,no,no,no,no,p_answer,after,,,,
779,Zhou2/60/fa07,,mother,"MOT: 然后呢?
MOT: 你觉得自己搭的那个.
MOT: 这个角,对不对呀?
CHI: 对.",second_person,NP,polar,declarative,no,no,no,no,no,no,no,p_answer,after,"mother: and then?
mother: you think that thing you make, the corner right/is it right?
child: right.",no,no,
780,Zhou2/60/fb16,,child,"MOT: 这一横应该横在这个地方.
MOT: 不应该横在这里.
CHI: 我就觉得横在这边.
MOT: 你喜欢?",first_person,NP,declarative,declarative,no,no,no,no,no,no,no,not_p,before,"mother: This horizontal stroke should go here.
mother: it shouldn’t go here.
child: i just think the horizontal stroke goes here.
mother: do you like?",no,no,yes
781,Zhou2/60/fb16,,mother,"MOT: 小乌龟觉得奇怪.
MOT: 摸摸小星星.",NP,dropped,declarative,none,no,no,no,no,no,no,no,no,no,"mother: the little turtle feels strange.
mother: and touches the little star.",no,no,no