id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast
69,Erbaugh/Peng/14,2;05,adult,"ADU1:	我 以为 他 在 xxx . ",first_person,third_person,declarative,declarative,no,no,no,no,在,no,no,no,no,child: this is a fan. sis: look at this person. adult: i thought he was xxx. hehe. what is that? child: a box.,no,no
70,Erbaugh/Peng/16,2;06,sister,"SIS:	啊 ‡ 我 刚 还 以为 只有 这 一边 呢 .",first_person,dropped,declarative,declarative,刚，还,no,no,no,no,no,刚,against what happened at the scene,no,child: ah i just/before thought there was only one side.,no,no
71,Erbaugh/Peng/19,2;08,adult,"ADU:	我 以为 是 割 破 的 .",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,not_p,before,adult: oh (it is) drawn not sliced? child: yeah. adult: i thought (it was) sliced.,no,no
72,Erbaugh/Peng/20,2;08,adult,"ADU:	我 还 以为 一 个 是 姐姐 的 .",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,p_alt,before,adult: oh both of them are yours? child: yeah. adult: i thought one was sister's.,no,no
73,Erbaugh/Peng/22,2;10,adult,"ADU:	我 以为 是 那个 .",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,p_alt,before,adult: what is this. child: is this a windmill. adult: is this broken? is there supposed to be a head on top? mom: no. adult: is it supposed to be like this? mom: decoration. decoration. adult: i thought it was that. african. african people with two hoop earrings.,no,no
74,Erbaugh/Peng/22,2;10,adult,"ADU:	我 以为 是 真的 .",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,not_p,before,adult: (are you) making a fake one? child: yeah. adult: i thought (it) is real.,no,no
75,Erbaugh/Peng/22,2;10,adult,"ADU:	我 以为 你 要 开 电视 呢 .",first_person,second_person,declarative,declarative,no,no,要,no,no,no,no,not_p,before,adult: you don't (want to?) turn the tv off? child: turn the tv off. adult: i thought you wanted to turn the tv on.,no,no
76,Erbaugh/Peng/22,2;10,adult,"ADU:	我 以为 你 不 要 了 嘛 . ",first_person,second_person,declarative,declarative,no,no,不要,no,no,no,no,not_p,after,child: don't turn the lights off. adult: you still want to see? i thought you didn't want to. child: (i) want!,no,no
77,Erbaugh/Zhong/1,2;07,child,"CHI1:	xxx 以为 陆 妈妈 , 陆 伯伯 <带 你>  [/] 带 你 回来 .",unclear,third_person,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,"child: still a small knife. xxx thought aunt lu, uncle lu, bring you back. he still hasn't come up for a while. he thought he xxx. he still hasn't opended the door xxx.",no,no
78,Erbaugh/Zhong/1,2;07,child,"CHI1:	他 以为 他 xxx .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,"child: still a small knife. xxx thought aunt lu, uncle lu, bring you back. he still hasn't come up for a while. he thought he xxx. he still hasn't opended the door xxx.",no,no
79,Erbaugh/Zhong/3,2;07,adult,"ADU:	我  [/] 我 以为 +...",first_person,unclear,declarative,unclear,no,no,no,no,no,no,no,unclear,unclear,father: it is niuniu. adult: ah. i thought ... father: hahaha,no,no
80,Erbaugh/Zhong/7,2;07,mother,"MOT:	她 以为 我 走 了 .",third_person,first_person,declarative,declarative,no,no,no,no,no,no,no,against what happened at the scene,no,child: mom mom. mom: ah you made the strings look like this again. adult: i'm putting this. mom: she thought i left.,no,no
81,Erbaugh/Laohu/3,2;00,adult,"ADU:	哦 ‡ 我 以为 是 .",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,adult: what is this wrinkled thing? i dont know. child: a blue pencil. adult: oh i thought (it) is...,no,no
82,Erbaugh/Kang/9,3;02,child,"CHI:	我 以为 你 把 巧克力 丢 掉 了 .",first_person,second_person,declarative,declarative,no,no,no,no,no,no,no,p_alt,before,child: did mom store the chocolate away? mom: yeah. child: i thought you threw it away. mom: why? you like eating it. why would i throw it away. i know you like it.,no,no
83,Erbaugh/Kang/13,3;04,mother,"MOT:	我 以为 是 一 个 小 包包 呢 .",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,p_alt,before,mom: who are these two? child: it's xiaoxin. mom: ithought it is a small bag (?),no,no
84,Erbaugh/Kang/13,3;04,mother,"MOT:	他 说 他 以为 这 是 小 鸡 吃 米 的 时候 嚼 不 动 嘞 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,"child: he said he thought this was when chicks are eating rice, (it?) cannot be chewed.",no,no
85,Erbaugh/Kang/13,3;04,mother,"MOT:	他 说 他 以为 是 小 鸡 吃 米 搞 的 .",third_person,third_person,declarative,declarative,no,no,是,no,no,no,no,unclear,unclear,child: he said he thought it was because the chicks are eating rice,no,no
86,Erbaugh/Kang/15,3;05,mother,"MOT:	哦 我 以为 是 蛋炒饭 呢 .",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,p_alt,before,mom: oh you want t o put these into the cup. ah oh these are beans. child: yes. mom: oh i thought (it) was fried rice.,no,no
87,Erbaugh/Kang/15,3;05,adult,"ADU1:	他 看 不见 了 他 就 以为 不 危险 了 鸵鸟 不 太 聪明 对 不 对 .",third_person,dropped,polar,declarative,就,no,no,no,no,no,no,not_p,after,"adult: he couldn't see. he thought (it was) not dangerous. the ostrich is not really smart, right? child: right. adult: just like that (sobbing noise. wuwuwu) help. then (it is) not dangerous. in fact, the danger is still there, right?",no,no
88,Erbaugh/Kang/19,3;07,mother,"MOT:	我 以为 没有 橘黄 色 .",first_person,dropped,declarative,declarative,no,no,no,no,no,没有,no,not_p,before,mother: there is the orange color. i thought (there is) no orange color.,no,no
89,Erbaugh/Kang/20,3;08,mother,"MOT:	就 以为 这 两 个 巨人 还 在 这里 .",dropped,third_person,declarative,declarative,就,no,no,no,no,no,no,no,no,"(context: telling the story of two giants fought bad people and chased them away) mom: then because they were worried that the bad people that were chased away would come back and bully them. so (they) put the protraits of these two people. put up shentu and yulei's protraits. put (them) up on this side. once those bad people saw (the protraits), they wouldn't dare to come back. so (they) thought the two giants were still here. (the bad people) didn't dare to come back. so (the protrait) of these two people were put up on the door. this thing. and then these two people became the door gods.",no,no
90,Erbaugh/Kang/20,3;08,mother,"MOT:	我 以为 我 看到 一 个 朋友 .",first_person,first_person,declarative,declarative,no,no,no,no,no,no,no,p,after,mom: i thought i saw a friend. child: you had a friend on the road. mom: yeah. this might actually be my friend. so please drive slowly. i look carefully if it is her.,no,no
91,Erbaugh/Kang/21,3;08,child,"CHI:	河马 以为 一 个 钢琴 .",third_person,dropped,declarative,declarative,no,no,no,no,no,no,no,p_alt,before,child: the hippo saw there was a kite. the hippo thought it (was) a piano. he thought it was a tooth. and didn't dare to touch it.,no,no
92,Erbaugh/Kang/21,3;08,child,"CHI:	他 以为 是 一 个 牙 .",third_person,dropped,declarative,declarative,no,no,是,no,no,no,no,p_alt,before,child: the hippo saw there was a kite. the hippo thought it (was) a piano. he thought it was a tooth. and didn't dare to touch it.,no,no
93,Erbaugh/Kang/21,3;08,mother,"MOT:	他 以为 那 是 一 个 大 怪物 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,mom: he thought that was a big monster. he said this monster had a big mouth. that's so awesome. must be scary.,no,no
94,Erbaugh/Kang/21,3;08,child,"CHI:	你 以为 那 是 一 个 拼图 .",second_person,third_person,declarative,declarative,no,no,no,no,no,no,no,p_alt,after,child: you thought that is a jigsaw. jigsaw. but (it) turns out to be a piece of those paper.,no,no
95,Erbaugh/Kang/22,3;08,mother,MOT:        我 以为 你 知道 的 是 抽签 的 呢 ?,first_person,second_person,polar,declarative,no,no,no,no,no,no,no,alt_p,after,mom: it is not the kind of thing you worship in a temple ... mom: i thought you know it was the lottery-based one. child: what does lottery mean?,no,no
96,Erbaugh/Kang/23,3;09,mother,"MOT:	我 以为 叫 xxx .",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,p_alt,before,mom: why is he called xxx. i thought (he) is called xxx.,no,no
97,Tong/20719,2;07,mother,"MOT:	你 以为 打针 不 疼 啊 .",second_person,third_person,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,"mother: (you) can't put your hands into your mouth. there are a lot of germs in the hostpital. then (if) you chew on your hand, you'll be sick just like grandma. (you'll) be in bad and have iv. (it) hurts. you thought having injections won't hurt. nurse is going injected it in. father: don't scare him.",no,no
98,Tong/30306,3;03,child,"CHI:	我 以为 那 个 鞋 扔  [/] <扔 到>  [/] 扔 到 垃圾 桶 里 去 了 呢 „ 我 以为 .",first_person,third_person,declarative,declarative,no,no,no,no,no,了,no,p_alt,before,child: why is the little frog shoes still here? mom: oh the little frog shoes when tongtong was young. (i) don't know if they still fit . child: i i forgot that pair of shoes. i thought that pair of shoes (was) thrown into the trash can. i thought. it seems like ... mom: these shoes... probably are still wearable. but (you) have new shoes now. that grandma bought you a new pair of shoes,no,no
99,Tong/30306,,child,"CHI: 你以为我有两...
CHI: 你[/]你以为我有两个名字啊?",,,,,,,,,,,,,,,,
100,Tong/30306,3;03,child,"CHI: 你以为我有两...
CHI: 你[/]你以为我有两个名字啊?",second_person,first_person,polar,declarative,no,no,no,no,no,no,no,p_alt,both,child: did you forget i have three names? mom: yeah. child: ah? you thought i had two... did you think i had two names? child: i...originally i have ... i only... originally i only have three names. mom: oh,no,no
101,Xinjiang/ENNI/201209/dez306,5;06,child,"CHI:	然后 就 把  [/] 把 他 <拿 水>  [/] 拿 飞机 拿 着  [/] 以为 拿 不 上 了 .",dropped,dropped,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,child: you guys play. i want to take the plane in the water and bring it up. you guys play. then (i? you?) will and then he said then bring the water. bring the plane. (he? i?) thought (he? i?) couldn't bring it up. then he cried.,no,no
102,Xinjiang/ENNI/201303/jgd101,,child,"CHI: 大象和马看到那[/]那个以为是大象和马.
CHI: 以为又是一个兔子.",third_person,dropped,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,child: then that horse saw. then (the horse) swam to grab that ball. then (it) brought (the ball) to the elephant. then the elephant liked that horse a lot. then the horse was very tired. the elephant and the horse saw that and thought it was the elephant and the horse. (they) thought it was a rabbit again.,no,no
103,Xinjiang/ENNI/201303/jgd101,7;00,child,"CHI: 大象和马看到那[/]那个以为是大象和马.
CHI: 以为又是一个兔子.",dropped,dropped,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,child: then that horse saw. then (the horse) swam to grab that ball. then (it) brought (the ball) to the elephant. then the elephant liked that horse a lot. then the horse was very tired. the elephant and the horse saw that and thought it was the elephant and the horse. (they) thought it was a rabbit again.,no,no
104,Xinjiang/ENNI/201303/sdfyxb10,5;00,child,"CHI:	他 说 然后 以为 是 他 扔 的 .",dropped,dropped,declarative,declarative,no,no,是,no,no,no,no,unclear,unclear,child: then he threw away. and then (he?) was very angry. why did you throw it away? he said then (he?) thought it was him who threw it away.,no,no
105,Xinjiang/ENNI/201303/tkxx109,5;00,child,CHI:        它 以为 鸡蛋 不 是 鸡蛋 了 „ 妈妈 .,third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,"child: it thought the egg is not an egg, mom. it started playing with my egg again.",no,no
106,Xinjiang/ENNI/201204/jgdd203,5;05,child,"CHI:	大象 宝宝 看 着 它 以为 他 的 父亲 错 了 .",third_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,"child: <baby elephant> dad elephant showed him that this sign cannot run. baby elephnat looked at it and thought his dad was wrong. One day, the elephant... the thrid day, the elephant and the giraffe were playing together, playing a toy airplane.",no,no
107,Xinjiang/ENNI/201204/jgdd203,5;05,child,"CHI:	长颈鹿 以为 它 是 错 的 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,child: the elephant's dad picked up the ball and said its hands couldn't reach (it). the giraffe thought it was wrong.,no,no
108,Xinjiang/ENNI/201204/sdfyxb04,4;00,child,CHI:        还 以为 它 不 高兴 呢 .,dropped,third_person,declarative,declarative,no,no,no,no,no,no,no,not_p,both,child: it saw (it?) and was very happy. (?) thought it was not happy. it needs to be happy. i'm also not happy,no,no
109,Xinjiang/AcadLang/201204/dez305,4;00,child,"CHI:	它 不 知道 以为 这 个 是 什么 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,"child: okay. apple. this is an apple. it doesn't know (it?) thought it was what. thought i know what it is. should be the sheep doesn't know banana, doesn't know worm, doesn't know apple. ",不知道,before
110,Xinjiang/AcadLang/201204/dez305,4;00,child,"CHI:	以为 我 知道 它 是 什么 ",dropped,first_person,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,"child: okay. apple. this is an apple. it doesn't know (it?) thought it was what. thought i know what it is. should be the sheep doesn't know banana, doesn't know worm, doesn't know apple. ",no,no
111,Zhou1/cs20b,1;09,mother,"MOT:	小 红 眼睛 一 听 以为 是 妈妈 回来 了 他 就 准备 去 开 门 他 也 跑 过 去 要 开 门 .",third_person,dropped,declarative,declarative,no,no,是,no,no,no,no,p_alt,before,"mom: whose sound is it? child: it is the sound of the wolf. mom: oh. it's the sound of the big wolf. xiaohong (the little red riding hood?) heard it, and thought it was mom coming back.  he was about to open the door. he also ran over there to open the door.",no,no
112,Zhou1/cs32b,2;08,mother,"MOT:	你 以为 你 收 不 完 .",second_person,second_person,declarative,declarative,no,no,no,no,no,no,no,not_p,after,"mom: you thought you couldn't finish putting (things) away, but it turns out (you?) could finish putting (them) away.",no,no
113,Zhou2/48/fa05,4;00,mother,"MOT:	狗熊 以为 它 不 舒服 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,mom: mr. bear thought this little guy might be a little uncomfortable. then (he) took his jacket off and let little star put it on. you see. fun. little bear you see. the bera thought it was not comfortable.,想,before
114,Zhou2/48/fa05,4;00,mother,MOT:        我 还 以为 这 本 书 被 哪 个 小 朋友 划 的 呢 .,first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,no,no,mom: this is thin iron wire? i thought this book was sliced(? painted?) by some kid. oh he used the tiny think iron wire to tie him up so the turtle shell won't fall off.,no,no
115,Zhou2/48/fa05,4;00,mother,"MOT:	原 以为 他 冷 了 .",dropped,third_person,declarative,declarative,原,no,no,no,no,no,原,not_p,both,mom: this blanket became warm. warmer and warmer. (someone?) thought he was cold. then he switched it on and the blanket became warmer.,no,no
116,Zhou2/72/mb12,6;00,mother,"MOT:	爸爸, 妈妈 回来 一 听 到 以为 这 三 只 老鼠 睡觉 了 呢 又 是 一 声 咚 啊 .",third_person,third_person,declarative,declarative,no,no,no,no,no,了,no,p_alt (against what happened?),after,"mom: dad and mom came back and thought these three mice were asleep. then the dong noise. look, the bowls are borken, the stuff are borken, right?",no,no
117,Zhou2/72/mb15,6;00,child,"CHI:	我 还 以为 这 里面 全 是 玩具 呢 .",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,not_p,after,child: i thought it was full of toys. aunt! cam: things for drawing are not toys? child: drawing is not toys. i want those that are like toys.,no,no
118,Zhou2/60/fa06,5;00,mother,"MOT:	我 一直 以为 你 画 的 是 太阳 啊 .",first_person,second_person,declarative,declarative,一直,no,no,no,no,no,no,p_alt,before,mom: did you draw mom? you sun? also what color (is it?)? i always thought what you paint was the sun. child: yeah,no,no
119,Zhou2/60/ma03,5;00,mother,"MOT:	她 以为 小 星星 病 了 .",third_person,third_person,declarative,declarative,no,no,no,no,no,了,no,p_not_p?,after,"mom: mom goose wondered if the little creature was sick. he touched little star. (saying in the tone of the mom goose:) ah, this is this hard, so hard. why is this hard? child: because / because turtle shell. mom: yeah. (the little star) put it on its head, right? mom goose quickly grabbed a feather quilt and covered little star. (she) was afraid that little star might get cold. she thought little star was sick. mom goose left. ",想,before
120,Zhou2/60/ma03,5;00,mother,"MOT:	他 以为 小 星星 热 的 不 行 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,"mom: little penguin hurriedly fetched an ice pack and placed it on Little Star. only then did he walk away, feeling content.",no,no
121,Zhou2/54/fa07,4;06,mother,"MOT:	他 以为 他 很 热 .",third_person,third_person,declarative,declarative,no,no,no,no,no,no,no,no,no,"mom: see, he (little penguine) also has an ice bag. he thought it was hot. then little start wears the jacket, with the turtle shee, covered with featuer, and then covered by an icebag.",no,no
122,Zhou2/54/mb15,4;10,mother,"*MOT:        我 还 以为 这 是 两 个 辫子 呢 .
*CHI:        本来 就 是 两 个 辫子 嘛 .",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,p,after,child: i haven't finished painting yet. mom: i thought these were two braids. child: they are two braids.,no,no
123,Zhou2/42/ma05,3;06,mother,"MOT:	它 以为 小 星星 会 冷 .",third_person,third_person,declarative,declarative,no,no,会,no,no,no,no,no,no,mom: add a big blanket. oh dear. it thought little star is going to be cold. right? put a blanket on it.,no,no
124,Zhou3/702,3;09,fathor,"FAT:	王后 以为 白雪公主 真的 死 了 .",third_person,third_person,declarative,declarative,no,no,会,no,no,了,no,against what happened,after,father: the queen thought snow white was dead.  child:snow white ended up finding a small house. there were seven dwarves inside.,no,no
125,ZhouAssessment/4-4.5/FJtangchenyouke,4;02,teacher,"TEA:	我 刚才 还 以为 它 是 一 张 地毯 呢 .",first_person,third_person,declarative,declarative,刚才,no,no,no,no,no,刚才,p_alt,both,"child: this is a blanket. teacher: this is a blanket. okay. where do you think we should put the blanket? just now, i thought it was a carpet. i originally was thinking about it. if it was a carpet, (we) can put it on the floor and invite them to have meals. but now if this is a blanket, we shouldn't let them sit on the floor. what should we do?",no,no
126,ZhouAssessment/4-4.5/ZBcuijunzhe,4;02,child,"CHI:	我 以为 这 个 红色 的 没2 了 呢 !",first_person,third_person,declarative,declarative,no,no,no,no,no,"没, 了",no,p_alt,both,"child: let me count how many red (color things). one, two, three, four, four. teacher: how many red things? child: five. five. i thought there is no this red (thing). teacher: five red things. child: i didn't see this thing clearly.",no,no
127,ZhouAssessment/3.5-4/NJliuqinxuan,3;10,teacher,"TEA:	我 以为 你 不 想 坐 了 .",first_person,second_person,declarative,declarative,no,no,no,no,no,了,no,not_p,before,teacher: oh you wanted to sit down! i thought didn't want to sit down.,no,no
128,ZhouAssessment/4.5-5/XIANsongjunxi,4;11,child,"CHI:	我 还 以为 是 转转 椅 呢 !",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,p_alt,before,"teacher: there is a faucet here. this is a lamp. let's see which room is dark, and (we) put the lamp there. child: i thought this is a swivel chair.",no,no
129,ZhouDinner/middle/14,4;09,child,"CHI:	你 以为 我 没有 手 啊",second_person,first_person,declarative,declarative,no,no,no,no,no,no,no,against the fact,no,mom: why did you feed her? it's not that she can't eat on her own. child: you thought i didn't have hands? mom: give her some fish. as long as there's no bone. father: okay! let's eat the fish. eat slwoly.,no,no
130,ZhouDinner/middle/20,4;01,grandma,"GMO:	我 还 以为 你 知道 了 呢 .",first_person,second_person,declarative,declarative,还,no,no,no,no,了,no,p,after,child: i just heard what dad said. father: yeah. grandma: i thought you knew. (you) heard it from dad! child: i knew it a while ago. mom: you knew it a while ago? grandma: you knew it a while ago?,no,no
131,ZhouDinner/middle/20,4;01,mother,"MOT:	你 以为 呢 ?",second_person,none,polar,none,no,no,no,no,no,no,no,no,no,"child: i probably had the female (crab). mom: how did you know? child: i want to have the male (crab). mom: you had the male (crab). what did you think? child: i thought i had the female (crab). father: you see, the male (crabs) have bigger claws. very impressive. you see, the female (crab)'s crawls are not very big. this is a female (crab).",no,no
132,ZhouDinner/middle/20,4;01,child,"CHI:	我 以为 是 母 的 .",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,not_p,both,"child: i probably had the female (crab). mom: how did you know? child: i want to have the male (crab). mom: you had the male (crab). what did you think? child: i thought i had the female (crab). father: you see, the male (crabs) have bigger claws. very impressive. you see, the female (crab)'s crawls are not very big. this is a female (crab).",no,no
133,ZhouDinner/middle/28,NA,mother,"MOT:	我 以为 不 吃 呢 !",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,unclear,unclear,"mom: i told mom (grandma in this case), mom didn't say anything. i thought (she) didn't want to eat. this. have the hot pot.",no,no
134,ZhouDinner/middle/58,4;06,mother,"MOT:	你 以为 你 是 小 狗狗 啊 !",second_person,second_person,declarative,declarative,no,no,no,no,no,no,no,no,fact,grandma: grandma give you more meat. child: that's too little gravy. child: no. why did you pour that much? you thought you were a little puppy? child: xxx.,no,no
135,ZhouDinner/middle/66,4;10,mother,"MOT:	你 不 要 以为 吃 点 饭 就 <嘻嘻 哈哈>  [/] 嘻嘻 哈哈 的 这样子 哈 !",second_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,no,"mom: i (want to be? will be?) angry! you don't think it's meal time and you can go around giggling like this, haha!",no,no